iteration,Ux,Uy,p,k,omega
1129,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1130,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1131,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1132,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1133,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1134,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1135,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1136,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1137,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1138,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1139,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1140,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1141,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1142,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1143,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1144,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1145,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1146,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1147,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1148,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1149,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1150,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1151,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1152,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1153,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1154,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1155,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1156,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1157,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1158,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1159,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1160,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1161,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1162,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1163,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1164,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1165,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1166,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1167,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1168,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1169,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1170,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1171,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1172,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1173,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1174,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1175,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1176,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1177,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1178,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1179,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1180,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1181,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1182,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1183,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1184,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1185,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1186,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1187,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1188,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1189,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1190,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1191,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1192,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1193,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1194,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1195,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1196,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1197,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1198,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1199,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1200,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1201,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1202,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1203,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1204,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1205,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1206,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1207,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1208,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1209,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1210,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1211,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1212,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1213,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1214,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1215,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1216,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1217,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1218,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1219,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1220,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1221,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1222,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1223,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1224,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1225,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1226,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1227,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1228,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1229,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1230,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1231,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1232,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1233,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1234,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1235,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1236,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1237,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1238,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1239,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1240,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1241,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1242,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1243,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1244,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1245,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1246,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1247,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1248,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1249,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1250,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1251,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1252,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1253,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1254,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1255,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1256,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1257,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1258,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1259,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1260,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1261,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1262,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1263,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1264,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1265,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1266,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1267,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1268,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1269,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1270,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1271,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1272,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1273,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1274,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1275,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1276,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1277,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1278,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1279,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1280,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1281,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1282,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1283,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1284,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1285,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1286,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1287,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1288,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1289,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1290,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1291,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1292,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1293,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1294,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1295,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1296,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1297,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1298,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1299,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1300,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1301,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1302,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1303,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1304,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1305,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1306,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1307,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1308,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1309,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1310,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1311,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1312,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1313,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1314,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1315,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1316,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1317,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1318,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1319,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1320,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1321,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1322,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1323,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1324,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1325,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1326,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1327,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1328,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1329,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1330,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1331,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1332,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1333,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1334,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1335,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1336,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1337,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1338,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1339,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1340,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1341,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1342,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1343,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1344,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1345,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1346,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1347,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1348,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1349,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1350,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1351,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1352,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1353,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1354,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1355,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1356,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1357,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1358,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1359,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1360,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1361,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1362,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1363,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1364,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1365,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1366,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1367,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1368,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1369,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1370,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1371,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1372,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1373,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1374,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1375,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1376,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1377,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1378,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1379,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1380,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1381,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1382,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1383,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1384,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1385,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1386,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1387,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1388,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1389,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1390,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1391,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1392,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1393,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1394,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1395,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1396,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1397,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1398,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1399,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1400,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1401,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1402,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1403,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1404,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1405,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1406,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1407,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1408,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1409,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1410,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1411,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1412,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1413,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1414,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1415,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1416,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1417,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1418,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1419,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1420,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1421,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1422,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1423,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1424,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1425,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1426,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1427,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1428,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1429,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1430,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1431,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1432,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1433,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1434,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1435,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1436,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1437,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1438,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1439,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1440,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1441,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1442,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1443,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1444,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1445,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1446,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1447,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1448,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1449,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1450,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1451,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1452,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1453,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1454,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1455,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1456,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1457,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1458,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1459,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1460,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1461,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1462,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1463,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1464,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1465,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1466,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1467,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1468,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1469,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1470,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1471,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1472,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1473,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1474,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1475,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1476,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1477,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1478,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1479,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1480,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1481,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1482,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1483,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1484,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1485,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1486,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1487,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1488,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1489,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1490,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1491,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1492,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1493,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1494,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
1495,1.000e-06,1.000e-06,1.000e-06,1.000e-06,1.000e-06
